input_file=input_cov_alnum63.txt input_len=504
idx exp src rx src_match rx_match ascii
460 4a 4a 4a 1 1 J
461 4b 4b 4b 1 1 K
462 4c 4c 4c 1 1 L
463 4d 4d 4d 1 1 M
464 4e 4e 4e 1 1 N
465 4f 4f 4f 1 1 O
466 50 50 50 1 1 P
467 51 51 51 1 1 Q
468 52 52 52 1 1 R
469 53 53 53 1 1 S
470 54 54 54 1 1 T
471 55 55 55 1 1 U
472 56 56 56 1 1 V
473 57 57 57 1 1 W
474 58 58 58 1 1 X
475 59 59 59 1 1 Y
476 5a 5a 5a 1 1 Z
477 61 61 61 1 1 a
478 62 62 62 1 1 b
479 63 63 63 1 1 c
480 64 64 64 1 1 d
481 65 65 65 1 1 e
482 66 66 66 1 1 f
483 67 67 67 1 1 g
484 68 68 68 1 1 h
485 69 69 69 1 1 i
486 6a 6a 6a 1 1 j
487 6b 6b 6b 1 1 k
488 6c 6c 6c 1 1 l
489 6d 6d 6d 1 1 m
490 6e 6e 6e 1 1 n
491 6f 6f 6f 1 1 o
492 70 70 70 1 1 p
493 71 71 71 1 1 q
494 72 72 72 1 1 r
495 73 73 73 1 1 s
496 74 74 74 1 1 t
497 75 75 75 1 1 u
498 76 76 76 1 1 v
499 77 77 77 1 1 w
500 78 78 78 1 1 x
501 79 79 79 1 1 y
502 7a 7a 7a 1 1 z
503 0a 0a 0a 1 1 .
