input_file=mitdb_213_mlii_10s_delta2_var.bin input_len=3601
idx exp src rx src_match rx_match ascii
66 03 03 03 1 1 .
67 03 03 03 1 1 .
68 01 01 01 1 1 .
69 04 04 04 1 1 .
70 07 07 07 1 1 .
71 08 08 08 1 1 .
72 01 01 01 1 1 .
73 08 08 08 1 1 .
74 03 03 03 1 1 .
75 00 00 00 1 1 .
76 00 00 00 1 1 .
77 09 09 09 1 1 .
78 06 06 06 1 1 .
79 04 04 04 1 1 .
80 02 02 02 1 1 .
81 03 03 03 1 1 .
82 02 02 02 1 1 .
83 09 09 09 1 1 .
84 01 01 01 1 1 .
85 01 01 01 1 1 .
86 0c 0c 0c 1 1 .
87 16 16 16 1 1 .
88 1c 1c 1c 1 1 .
89 20 20 20 1 1  
90 1e 1e 1e 1 1 .
91 18 18 18 1 1 .
92 0c 0c 0c 1 1 .
93 0c 0c 0c 1 1 .
94 0f 0f 0f 1 1 .
95 1f 1f 1f 1 1 .
96 43 43 43 1 1 C
97 4d 4d 4d 1 1 M
98 45 45 45 1 1 E
99 27 27 27 1 1 '
100 0f 0f 0f 1 1 .
101 0b 0b 0b 1 1 .
102 04 04 04 1 1 .
103 0e 0e 0e 1 1 .
104 10 10 10 1 1 .
105 16 16 16 1 1 .
106 24 24 24 1 1 $
107 22 22 22 1 1 "
108 30 30 30 1 1 0
109 22 22 22 1 1 "
110 10 10 10 1 1 .
111 04 04 04 1 1 .
112 09 09 09 1 1 .
113 13 13 13 1 1 .
114 0d 0d 0d 1 1 .
115 0f 0f 0f 1 1 .
116 0b 0b 0b 1 1 .
117 03 03 03 1 1 .
118 06 06 06 1 1 .
119 06 06 06 1 1 .
120 0a 0a 0a 1 1 .
121 03 03 03 1 1 .
122 06 06 06 1 1 .
123 07 07 07 1 1 .
124 01 01 01 1 1 .
125 02 02 02 1 1 .
126 02 02 02 1 1 .
127 04 04 04 1 1 .
128 02 02 02 1 1 .
129 00 00 00 1 1 .
130 01 01 01 1 1 .
131 07 07 07 1 1 .
132 04 04 04 1 1 .
133 03 03 03 1 1 .
134 06 06 06 1 1 .
135 02 02 02 1 1 .
136 00 00 00 1 1 .
137 04 04 04 1 1 .
138 00 00 00 1 1 .
139 00 00 00 1 1 .
140 07 07 07 1 1 .
141 03 03 03 1 1 .
142 04 04 04 1 1 .
143 04 04 04 1 1 .
144 06 06 06 1 1 .
145 06 06 06 1 1 .
146 00 00 00 1 1 .
147 05 05 05 1 1 .
148 00 00 00 1 1 .
149 05 05 05 1 1 .
150 04 04 04 1 1 .
151 04 04 04 1 1 .
152 01 01 01 1 1 .
153 06 06 06 1 1 .
154 00 00 00 1 1 .
155 03 03 03 1 1 .
156 02 02 02 1 1 .
157 01 01 01 1 1 .
158 01 01 01 1 1 .
159 02 02 02 1 1 .
160 04 04 04 1 1 .
161 02 02 02 1 1 .
162 02 02 02 1 1 .
163 01 01 01 1 1 .
164 05 05 05 1 1 .
165 02 02 02 1 1 .
166 03 03 03 1 1 .
167 00 00 00 1 1 .
168 00 00 00 1 1 .
169 04 04 04 1 1 .
170 0a 0a 0a 1 1 .
171 01 01 01 1 1 .
172 01 01 01 1 1 .
173 03 03 03 1 1 .
174 00 00 00 1 1 .
175 00 00 00 1 1 .
176 03 03 03 1 1 .
177 02 02 02 1 1 .
178 08 08 08 1 1 .
179 07 07 07 1 1 .
180 04 04 04 1 1 .
181 01 01 01 1 1 .
182 05 05 05 1 1 .
183 02 02 02 1 1 .
184 05 05 05 1 1 .
185 02 02 02 1 1 .
186 08 08 08 1 1 .
187 01 01 01 1 1 .
188 07 07 07 1 1 .
189 0b 0b 0b 1 1 .
190 02 02 02 1 1 .
191 05 05 05 1 1 .
192 01 01 01 1 1 .
193 04 04 04 1 1 .
194 00 00 00 1 1 .
195 02 02 02 1 1 .
196 09 09 09 1 1 .
197 05 05 05 1 1 .
198 0a 0a 0a 1 1 .
199 07 07 07 1 1 .
200 04 04 04 1 1 .
201 03 03 03 1 1 .
202 06 06 06 1 1 .
203 00 00 00 1 1 .
204 04 04 04 1 1 .
205 00 00 00 1 1 .
206 02 02 02 1 1 .
207 00 00 00 1 1 .
208 06 06 06 1 1 .
209 00 00 00 1 1 .
210 04 04 04 1 1 .
211 04 04 04 1 1 .
212 03 03 03 1 1 .
213 03 03 03 1 1 .
214 0b 0b 0b 1 1 .
215 00 00 00 1 1 .
216 03 03 03 1 1 .
217 04 04 04 1 1 .
218 0c 0c 0c 1 1 .
219 01 01 01 1 1 .
220 04 04 04 1 1 .
221 03 03 03 1 1 .
222 02 02 02 1 1 .
223 01 01 01 1 1 .
224 02 02 02 1 1 .
225 07 07 07 1 1 .
226 0e 0e 0e 1 1 .
227 03 03 03 1 1 .
228 02 02 02 1 1 .
229 02 02 02 1 1 .
230 00 00 00 1 1 .
231 00 00 00 1 1 .
232 02 02 02 1 1 .
233 02 02 02 1 1 .
234 01 01 01 1 1 .
235 02 02 02 1 1 .
236 00 00 00 1 1 .
237 01 01 01 1 1 .
238 09 09 09 1 1 .
239 02 02 02 1 1 .
240 07 07 07 1 1 .
241 04 04 04 1 1 .
242 04 04 04 1 1 .
243 0a 0a 0a 1 1 .
244 10 10 10 1 1 .
245 14 14 14 1 1 .
246 18 18 18 1 1 .
247 14 14 14 1 1 .
248 1c 1c 1c 1 1 .
249 20 20 20 1 1  
250 18 18 18 1 1 .
251 02 02 02 1 1 .
252 1d 1d 1d 1 1 .
253 2b 2b 2b 1 1 +
254 47 47 47 1 1 G
255 45 45 45 1 1 E
256 37 37 37 1 1 7
257 15 15 15 1 1 .
258 13 13 13 1 1 .
259 09 09 09 1 1 .
260 06 06 06 1 1 .
261 00 00 00 1 1 .
262 0f 0f 0f 1 1 .
263 12 12 12 1 1 .
264 20 20 20 1 1  
265 38 38 38 1 1 8
266 2e 2e 2e 1 1 .
267 34 34 34 1 1 4
268 0e 0e 0e 1 1 .
269 05 05 05 1 1 .
270 11 11 11 1 1 .
271 1b 1b 1b 1 1 .
272 13 13 13 1 1 .
273 05 05 05 1 1 .
274 05 05 05 1 1 .
275 12 12 12 1 1 .
276 04 04 04 1 1 .
277 01 01 01 1 1 .
278 10 10 10 1 1 .
279 05 05 05 1 1 .
280 07 07 07 1 1 .
281 02 02 02 1 1 .
282 03 03 03 1 1 .
283 06 06 06 1 1 .
284 05 05 05 1 1 .
285 02 02 02 1 1 .
286 07 07 07 1 1 .
287 08 08 08 1 1 .
288 03 03 03 1 1 .
289 08 08 08 1 1 .
290 01 01 01 1 1 .
291 0a 0a 0a 1 1 .
292 01 01 01 1 1 .
293 01 01 01 1 1 .
294 00 00 00 1 1 .
295 09 09 09 1 1 .
296 08 08 08 1 1 .
297 09 09 09 1 1 .
298 04 04 04 1 1 .
299 04 04 04 1 1 .
300 06 06 06 1 1 .
301 03 03 03 1 1 .
302 00 00 00 1 1 .
303 0a 0a 0a 1 1 .
304 05 05 05 1 1 .
305 04 04 04 1 1 .
306 00 00 00 1 1 .
307 02 02 02 1 1 .
308 01 01 01 1 1 .
309 06 06 06 1 1 .
310 01 01 01 1 1 .
311 03 03 03 1 1 .
312 01 01 01 1 1 .
313 06 06 06 1 1 .
314 06 06 06 1 1 .
315 04 04 04 1 1 .
316 00 00 00 1 1 .
317 04 04 04 1 1 .
318 09 09 09 1 1 .
319 00 00 00 1 1 .
320 01 01 01 1 1 .
321 09 09 09 1 1 .
322 12 12 12 1 1 .
323 01 01 01 1 1 .
324 05 05 05 1 1 .
325 06 06 06 1 1 .
326 03 03 03 1 1 .
327 02 02 02 1 1 .
328 00 00 00 1 1 .
329 01 01 01 1 1 .
330 00 00 00 1 1 .
331 02 02 02 1 1 .
332 01 01 01 1 1 .
333 07 07 07 1 1 .
334 0d 0d 0d 1 1 .
335 06 06 06 1 1 .
336 01 01 01 1 1 .
337 04 04 04 1 1 .
338 02 02 02 1 1 .
339 01 01 01 1 1 .
340 01 01 01 1 1 .
341 01 01 01 1 1 .
342 01 01 01 1 1 .
343 05 05 05 1 1 .
344 03 03 03 1 1 .
345 08 08 08 1 1 .
346 01 01 01 1 1 .
347 01 01 01 1 1 .
348 03 03 03 1 1 .
349 04 04 04 1 1 .
350 06 06 06 1 1 .
351 09 09 09 1 1 .
352 0c 0c 0c 1 1 .
353 00 00 00 1 1 .
354 02 02 02 1 1 .
355 03 03 03 1 1 .
356 09 09 09 1 1 .
357 02 02 02 1 1 .
358 00 00 00 1 1 .
359 01 01 01 1 1 .
360 06 06 06 1 1 .
361 00 00 00 1 1 .
362 06 06 06 1 1 .
363 05 05 05 1 1 .
364 06 06 06 1 1 .
365 0b 0b 0b 1 1 .
366 10 10 10 1 1 .
367 0b 0b 0b 1 1 .
368 04 04 04 1 1 .
369 00 00 00 1 1 .
370 02 02 02 1 1 .
371 03 03 03 1 1 .
372 08 08 08 1 1 .
373 09 09 09 1 1 .
374 0a 0a 0a 1 1 .
375 01 01 01 1 1 .
376 02 02 02 1 1 .
377 08 08 08 1 1 .
378 04 04 04 1 1 .
379 0b 0b 0b 1 1 .
380 00 00 00 1 1 .
381 03 03 03 1 1 .
382 05 05 05 1 1 .
383 06 06 06 1 1 .
384 04 04 04 1 1 .
385 01 01 01 1 1 .
386 06 06 06 1 1 .
387 03 03 03 1 1 .
388 08 08 08 1 1 .
389 0f 0f 0f 1 1 .
390 0a 0a 0a 1 1 .
391 00 00 00 1 1 .
392 03 03 03 1 1 .
393 01 01 01 1 1 .
394 04 04 04 1 1 .
395 02 02 02 1 1 .
396 05 05 05 1 1 .
397 05 05 05 1 1 .
398 0a 0a 0a 1 1 .
399 02 02 02 1 1 .
400 0a 0a 0a 1 1 .
401 05 05 05 1 1 .
402 02 02 02 1 1 .
403 09 09 09 1 1 .
404 01 01 01 1 1 .
405 05 05 05 1 1 .
406 02 02 02 1 1 .
407 00 00 00 1 1 .
408 12 12 12 1 1 .
409 07 07 07 1 1 .
410 02 02 02 1 1 .
411 04 04 04 1 1 .
412 05 05 05 1 1 .
413 02 02 02 1 1 .
414 00 00 00 1 1 .
415 01 01 01 1 1 .
416 00 00 00 1 1 .
417 05 05 05 1 1 .
418 04 04 04 1 1 .
419 04 04 04 1 1 .
420 07 07 07 1 1 .
421 06 06 06 1 1 .
422 04 04 04 1 1 .
423 0a 0a 0a 1 1 .
424 00 00 00 1 1 .
425 04 04 04 1 1 .
426 03 03 03 1 1 .
427 05 05 05 1 1 .
428 03 03 03 1 1 .
429 03 03 03 1 1 .
430 00 00 00 1 1 .
431 01 01 01 1 1 .
432 06 06 06 1 1 .
433 01 01 01 1 1 .
434 00 00 00 1 1 .
435 05 05 05 1 1 .
436 00 00 00 1 1 .
437 03 03 03 1 1 .
438 07 07 07 1 1 .
439 05 05 05 1 1 .
440 01 01 01 1 1 .
441 00 00 00 1 1 .
442 03 03 03 1 1 .
443 06 06 06 1 1 .
444 02 02 02 1 1 .
445 04 04 04 1 1 .
446 0c 0c 0c 1 1 .
447 0a 0a 0a 1 1 .
448 01 01 01 1 1 .
449 02 02 02 1 1 .
450 00 00 00 1 1 .
451 09 09 09 1 1 .
452 02 02 02 1 1 .
453 09 09 09 1 1 .
454 06 06 06 1 1 .
455 00 00 00 1 1 .
456 02 02 02 1 1 .
457 04 04 04 1 1 .
458 02 02 02 1 1 .
459 01 01 01 1 1 .
460 01 01 01 1 1 .
461 00 00 00 1 1 .
462 00 00 00 1 1 .
463 05 05 05 1 1 .
464 0a 0a 0a 1 1 .
465 09 09 09 1 1 .
466 04 04 04 1 1 .
467 0b 0b 0b 1 1 .
468 04 04 04 1 1 .
469 0e 0e 0e 1 1 .
470 16 16 16 1 1 .
471 1e 1e 1e 1 1 .
472 26 26 26 1 1 &
473 14 14 14 1 1 .
474 1e 1e 1e 1 1 .
475 18 18 18 1 1 .
476 0c 0c 0c 1 1 .
477 17 17 17 1 1 .
478 2d 2d 2d 1 1 -
479 49 49 49 1 1 I
480 4f 4f 4f 1 1 O
481 45 45 45 1 1 E
482 27 27 27 1 1 '
483 15 15 15 1 1 .
484 01 01 01 1 1 .
485 0a 0a 0a 1 1 .
486 04 04 04 1 1 .
487 14 14 14 1 1 .
488 24 24 24 1 1 $
489 2c 2c 2c 1 1 ,
490 3c 3c 3c 1 1 <
491 26 26 26 1 1 &
492 10 10 10 1 1 .
493 00 00 00 1 1 .
494 0d 0d 0d 1 1 .
495 15 15 15 1 1 .
496 13 13 13 1 1 .
497 07 07 07 1 1 .
498 03 03 03 1 1 .
499 02 02 02 1 1 .
500 06 06 06 1 1 .
501 08 08 08 1 1 .
502 04 04 04 1 1 .
503 01 01 01 1 1 .
504 03 03 03 1 1 .
505 00 00 00 1 1 .
506 01 01 01 1 1 .
507 00 00 00 1 1 .
508 02 02 02 1 1 .
509 02 02 02 1 1 .
510 02 02 02 1 1 .
511 04 04 04 1 1 .
512 05 05 05 1 1 .
513 00 00 00 1 1 .
514 03 03 03 1 1 .
515 01 01 01 1 1 .
516 06 06 06 1 1 .
517 02 02 02 1 1 .
518 00 00 00 1 1 .
519 06 06 06 1 1 .
520 04 04 04 1 1 .
521 01 01 01 1 1 .
522 0f 0f 0f 1 1 .
523 0e 0e 0e 1 1 .
524 02 02 02 1 1 .
525 05 05 05 1 1 .
526 04 04 04 1 1 .
527 03 03 03 1 1 .
528 06 06 06 1 1 .
529 01 01 01 1 1 .
530 05 05 05 1 1 .
531 06 06 06 1 1 .
532 04 04 04 1 1 .
533 02 02 02 1 1 .
534 00 00 00 1 1 .
535 02 02 02 1 1 .
536 00 00 00 1 1 .
537 0f 0f 0f 1 1 .
538 0a 0a 0a 1 1 .
539 03 03 03 1 1 .
540 06 06 06 1 1 .
541 01 01 01 1 1 .
542 0a 0a 0a 1 1 .
543 06 06 06 1 1 .
544 0b 0b 0b 1 1 .
545 02 02 02 1 1 .
546 00 00 00 1 1 .
547 00 00 00 1 1 .
548 03 03 03 1 1 .
549 08 08 08 1 1 .
550 01 01 01 1 1 .
551 05 05 05 1 1 .
552 02 02 02 1 1 .
553 00 00 00 1 1 .
554 03 03 03 1 1 .
555 04 04 04 1 1 .
556 06 06 06 1 1 .
557 00 00 00 1 1 .
558 00 00 00 1 1 .
559 00 00 00 1 1 .
560 05 05 05 1 1 .
561 02 02 02 1 1 .
562 05 05 05 1 1 .
563 01 01 01 1 1 .
564 00 00 00 1 1 .
565 04 04 04 1 1 .
566 02 02 02 1 1 .
567 08 08 08 1 1 .
568 11 11 11 1 1 .
569 0e 0e 0e 1 1 .
570 0d 0d 0d 1 1 .
571 00 00 00 1 1 .
572 03 03 03 1 1 .
573 08 08 08 1 1 .
574 02 02 02 1 1 .
575 09 09 09 1 1 .
576 02 02 02 1 1 .
577 07 07 07 1 1 .
578 06 06 06 1 1 .
579 07 07 07 1 1 .
580 06 06 06 1 1 .
581 02 02 02 1 1 .
582 04 04 04 1 1 .
583 0d 0d 0d 1 1 .
584 04 04 04 1 1 .
585 00 00 00 1 1 .
586 07 07 07 1 1 .
587 01 01 01 1 1 .
588 04 04 04 1 1 .
589 08 08 08 1 1 .
590 09 09 09 1 1 .
591 0a 0a 0a 1 1 .
592 03 03 03 1 1 .
593 04 04 04 1 1 .
594 03 03 03 1 1 .
595 03 03 03 1 1 .
596 02 02 02 1 1 .
597 00 00 00 1 1 .
598 08 08 08 1 1 .
599 05 05 05 1 1 .
600 02 02 02 1 1 .
601 03 03 03 1 1 .
602 08 08 08 1 1 .
603 01 01 01 1 1 .
604 04 04 04 1 1 .
605 0a 0a 0a 1 1 .
606 01 01 01 1 1 .
607 05 05 05 1 1 .
608 04 04 04 1 1 .
609 09 09 09 1 1 .
610 03 03 03 1 1 .
611 04 04 04 1 1 .
612 02 02 02 1 1 .
613 08 08 08 1 1 .
614 04 04 04 1 1 .
615 04 04 04 1 1 .
616 00 00 00 1 1 .
617 01 01 01 1 1 .
618 04 04 04 1 1 .
619 05 05 05 1 1 .
620 01 01 01 1 1 .
621 00 00 00 1 1 .
622 02 02 02 1 1 .
623 00 00 00 1 1 .
624 05 05 05 1 1 .
625 00 00 00 1 1 .
626 00 00 00 1 1 .
627 03 03 03 1 1 .
628 06 06 06 1 1 .
629 05 05 05 1 1 .
630 03 03 03 1 1 .
631 09 09 09 1 1 .
632 03 03 03 1 1 .
633 05 05 05 1 1 .
634 07 07 07 1 1 .
635 0c 0c 0c 1 1 .
636 02 02 02 1 1 .
637 06 06 06 1 1 .
638 0a 0a 0a 1 1 .
639 05 05 05 1 1 .
640 10 10 10 1 1 .
641 07 07 07 1 1 .
642 00 00 00 1 1 .
643 04 04 04 1 1 .
644 03 03 03 1 1 .
645 01 01 01 1 1 .
646 06 06 06 1 1 .
647 03 03 03 1 1 .
648 00 00 00 1 1 .
649 05 05 05 1 1 .
650 08 08 08 1 1 .
651 04 04 04 1 1 .
652 00 00 00 1 1 .
653 02 02 02 1 1 .
654 03 03 03 1 1 .
655 06 06 06 1 1 .
656 07 07 07 1 1 .
657 03 03 03 1 1 .
658 00 00 00 1 1 .
659 03 03 03 1 1 .
660 04 04 04 1 1 .
661 01 01 01 1 1 .
662 02 02 02 1 1 .
663 00 00 00 1 1 .
664 08 08 08 1 1 .
665 16 16 16 1 1 .
666 1e 1e 1e 1 1 .
667 1a 1a 1a 1 1 .
668 10 10 10 1 1 .
669 1a 1a 1a 1 1 .
670 0e 0e 0e 1 1 .
671 0a 0a 0a 1 1 .
672 00 00 00 1 1 .
673 15 15 15 1 1 .
674 3f 3f 3f 1 1 ?
675 51 51 51 1 1 Q
676 41 41 41 1 1 A
677 33 33 33 1 1 3
678 23 23 23 1 1 #
679 09 09 09 1 1 .
680 08 08 08 1 1 .
681 10 10 10 1 1 .
682 1e 1e 1e 1 1 .
683 16 16 16 1 1 .
684 24 24 24 1 1 $
685 24 24 24 1 1 $
686 28 28 28 1 1 (
687 28 28 28 1 1 (
688 08 08 08 1 1 .
689 00 00 00 1 1 .
690 11 11 11 1 1 .
691 11 11 11 1 1 .
692 15 15 15 1 1 .
693 03 03 03 1 1 .
694 05 05 05 1 1 .
695 02 02 02 1 1 .
696 02 02 02 1 1 .
697 06 06 06 1 1 .
698 02 02 02 1 1 .
699 01 01 01 1 1 .
700 0a 0a 0a 1 1 .
701 05 05 05 1 1 .
702 0a 0a 0a 1 1 .
703 07 07 07 1 1 .
704 00 00 00 1 1 .
705 07 07 07 1 1 .
706 04 04 04 1 1 .
707 09 09 09 1 1 .
708 06 06 06 1 1 .
709 04 04 04 1 1 .
710 06 06 06 1 1 .
711 03 03 03 1 1 .
712 04 04 04 1 1 .
713 05 05 05 1 1 .
714 08 08 08 1 1 .
715 05 05 05 1 1 .
716 02 02 02 1 1 .
717 02 02 02 1 1 .
718 02 02 02 1 1 .
719 01 01 01 1 1 .
720 05 05 05 1 1 .
721 02 02 02 1 1 .
722 00 00 00 1 1 .
723 04 04 04 1 1 .
724 06 06 06 1 1 .
725 00 00 00 1 1 .
726 00 00 00 1 1 .
727 08 08 08 1 1 .
728 03 03 03 1 1 .
729 05 05 05 1 1 .
730 05 05 05 1 1 .
731 0e 0e 0e 1 1 .
732 0b 0b 0b 1 1 .
733 0c 0c 0c 1 1 .
734 02 02 02 1 1 .
735 04 04 04 1 1 .
736 03 03 03 1 1 .
737 04 04 04 1 1 .
738 0b 0b 0b 1 1 .
739 06 06 06 1 1 .
740 01 01 01 1 1 .
741 02 02 02 1 1 .
742 01 01 01 1 1 .
743 06 06 06 1 1 .
744 02 02 02 1 1 .
745 03 03 03 1 1 .
746 01 01 01 1 1 .
747 06 06 06 1 1 .
748 03 03 03 1 1 .
749 00 00 00 1 1 .
750 04 04 04 1 1 .
751 00 00 00 1 1 .
752 00 00 00 1 1 .
753 07 07 07 1 1 .
754 01 01 01 1 1 .
755 01 01 01 1 1 .
756 00 00 00 1 1 .
757 00 00 00 1 1 .
758 04 04 04 1 1 .
759 00 00 00 1 1 .
760 02 02 02 1 1 .
761 01 01 01 1 1 .
762 01 01 01 1 1 .
763 09 09 09 1 1 .
764 03 03 03 1 1 .
765 08 08 08 1 1 .
766 0d 0d 0d 1 1 .
767 10 10 10 1 1 .
768 07 07 07 1 1 .
769 00 00 00 1 1 .
770 02 02 02 1 1 .
771 07 07 07 1 1 .
772 04 04 04 1 1 .
773 03 03 03 1 1 .
774 06 06 06 1 1 .
775 03 03 03 1 1 .
776 01 01 01 1 1 .
777 06 06 06 1 1 .
778 05 05 05 1 1 .
779 05 05 05 1 1 .
780 00 00 00 1 1 .
781 02 02 02 1 1 .
782 02 02 02 1 1 .
783 00 00 00 1 1 .
784 08 08 08 1 1 .
785 03 03 03 1 1 .
786 06 06 06 1 1 .
787 07 07 07 1 1 .
788 03 03 03 1 1 .
789 01 01 01 1 1 .
790 02 02 02 1 1 .
791 01 01 01 1 1 .
792 04 04 04 1 1 .
793 08 08 08 1 1 .
794 09 09 09 1 1 .
795 04 04 04 1 1 .
796 00 00 00 1 1 .
797 00 00 00 1 1 .
798 02 02 02 1 1 .
799 02 02 02 1 1 .
800 00 00 00 1 1 .
801 00 00 00 1 1 .
802 00 00 00 1 1 .
803 01 01 01 1 1 .
804 02 02 02 1 1 .
805 05 05 05 1 1 .
806 04 04 04 1 1 .
807 04 04 04 1 1 .
808 00 00 00 1 1 .
809 06 06 06 1 1 .
810 00 00 00 1 1 .
811 06 06 06 1 1 .
812 03 03 03 1 1 .
813 03 03 03 1 1 .
814 06 06 06 1 1 .
815 02 02 02 1 1 .
816 06 06 06 1 1 .
817 05 05 05 1 1 .
818 02 02 02 1 1 .
819 00 00 00 1 1 .
820 03 03 03 1 1 .
821 01 01 01 1 1 .
822 01 01 01 1 1 .
823 04 04 04 1 1 .
824 05 05 05 1 1 .
825 00 00 00 1 1 .
826 03 03 03 1 1 .
827 00 00 00 1 1 .
828 05 05 05 1 1 .
829 09 09 09 1 1 .
830 05 05 05 1 1 .
831 02 02 02 1 1 .
832 01 01 01 1 1 .
833 0a 0a 0a 1 1 .
834 00 00 00 1 1 .
835 00 00 00 1 1 .
836 02 02 02 1 1 .
837 04 04 04 1 1 .
838 03 03 03 1 1 .
839 08 08 08 1 1 .
840 04 04 04 1 1 .
841 01 01 01 1 1 .
842 0c 0c 0c 1 1 .
843 05 05 05 1 1 .
844 01 01 01 1 1 .
845 04 04 04 1 1 .
846 09 09 09 1 1 .
847 02 02 02 1 1 .
848 03 03 03 1 1 .
849 08 08 08 1 1 .
850 05 05 05 1 1 .
851 06 06 06 1 1 .
852 04 04 04 1 1 .
853 05 05 05 1 1 .
854 00 00 00 1 1 .
855 02 02 02 1 1 .
856 01 01 01 1 1 .
857 04 04 04 1 1 .
858 00 00 00 1 1 .
859 01 01 01 1 1 .
860 03 03 03 1 1 .
861 03 03 03 1 1 .
862 01 01 01 1 1 .
863 08 08 08 1 1 .
864 0a 0a 0a 1 1 .
865 26 26 26 1 1 &
866 1c 1c 1c 1 1 .
867 16 16 16 1 1 .
868 1e 1e 1e 1 1 .
869 20 20 20 1 1  
870 00 00 00 1 1 .
871 00 00 00 1 1 .
872 1d 1d 1d 1 1 .
873 2f 2f 2f 1 1 /
874 45 45 45 1 1 E
875 4d 4d 4d 1 1 M
876 37 37 37 1 1 7
877 29 29 29 1 1 )
878 11 11 11 1 1 .
879 00 00 00 1 1 .
880 14 14 14 1 1 .
881 18 18 18 1 1 .
882 18 18 18 1 1 .
883 1c 1c 1c 1 1 .
884 1e 1e 1e 1 1 .
885 20 20 20 1 1  
886 24 24 24 1 1 $
887 14 14 14 1 1 .
888 08 08 08 1 1 .
889 04 04 04 1 1 .
890 07 07 07 1 1 .
891 0d 0d 0d 1 1 .
892 19 19 19 1 1 .
893 04 04 04 1 1 .
894 09 09 09 1 1 .
895 00 00 00 1 1 .
896 02 02 02 1 1 .
897 00 00 00 1 1 .
898 03 03 03 1 1 .
899 06 06 06 1 1 .
900 06 06 06 1 1 .
901 02 02 02 1 1 .
902 00 00 00 1 1 .
903 01 01 01 1 1 .
904 00 00 00 1 1 .
905 02 02 02 1 1 .
906 05 05 05 1 1 .
907 04 04 04 1 1 .
908 01 01 01 1 1 .
909 05 05 05 1 1 .
910 0a 0a 0a 1 1 .
911 03 03 03 1 1 .
912 00 00 00 1 1 .
913 03 03 03 1 1 .
914 04 04 04 1 1 .
915 00 00 00 1 1 .
916 02 02 02 1 1 .
917 02 02 02 1 1 .
918 06 06 06 1 1 .
919 01 01 01 1 1 .
920 00 00 00 1 1 .
921 03 03 03 1 1 .
922 07 07 07 1 1 .
923 06 06 06 1 1 .
924 04 04 04 1 1 .
925 02 02 02 1 1 .
926 02 02 02 1 1 .
927 06 06 06 1 1 .
928 01 01 01 1 1 .
929 02 02 02 1 1 .
930 03 03 03 1 1 .
931 05 05 05 1 1 .
932 06 06 06 1 1 .
933 00 00 00 1 1 .
934 02 02 02 1 1 .
935 00 00 00 1 1 .
936 00 00 00 1 1 .
937 00 00 00 1 1 .
938 02 02 02 1 1 .
939 00 00 00 1 1 .
940 01 01 01 1 1 .
941 04 04 04 1 1 .
942 01 01 01 1 1 .
943 02 02 02 1 1 .
944 01 01 01 1 1 .
945 04 04 04 1 1 .
946 0b 0b 0b 1 1 .
947 08 08 08 1 1 .
948 03 03 03 1 1 .
949 00 00 00 1 1 .
950 06 06 06 1 1 .
951 04 04 04 1 1 .
952 04 04 04 1 1 .
953 01 01 01 1 1 .
954 05 05 05 1 1 .
955 01 01 01 1 1 .
956 03 03 03 1 1 .
957 03 03 03 1 1 .
958 00 00 00 1 1 .
959 04 04 04 1 1 .
960 02 02 02 1 1 .
961 05 05 05 1 1 .
962 01 01 01 1 1 .
963 02 02 02 1 1 .
964 07 07 07 1 1 .
965 04 04 04 1 1 .
966 06 06 06 1 1 .
967 05 05 05 1 1 .
968 02 02 02 1 1 .
969 05 05 05 1 1 .
