# SECURE EVENT LOG SAMPLE
# Format: TIMESTAMP | DEVICE | ZONE | EVENT | USER | CARD | STATUS | REASON | RETRY | CRC
# Synthetic data for testing compression/encryption pipeline

2026-04-01 08:00:03 | CTRL-01 | LOBBY       | ACCESS_DENIED  | U1015  | CARD500015 | DENIED  | USER_UNAUTHORIZED | RETRY=1 | CRC=347A
2026-04-01 08:01:35 | CTRL-01 | WAREHOUSE   | ACCESS_REQUEST | U1058  | CARD500058 | OK      | CARD_OK          | RETRY=0 | CRC=2904
2026-04-01 08:01:40 | CTRL-02 | LOBBY       | ACCESS_GRANTED | U1043  | CARD500043 | GRANTED | USER_AUTHORIZED  | RETRY=1 | CRC=3D61
2026-04-01 08:01:42 | CTRL-02 | WAREHOUSE   | ACCESS_GRANTED | U1039  | CARD500039 | GRANTED | USER_AUTHORIZED  | RETRY=1 | CRC=A1FB
2026-04-01 08:01:43 | CTRL-02 | OFFICE_3F   | ACCESS_GRANTED | U1015  | CARD500015 | GRANTED | SCHEDULE_OK      | RETRY=1 | CRC=4302
2026-04-01 08:01:46 | DOOR-A2 | LAB_A       | ACCESS_REQUEST | U1059  | CARD500059 | OK      | CARD_OK          | RETRY=0 | CRC=EAA4
2026-04-01 08:01:48 | DOOR-A1 | LOBBY       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=6D22
2026-04-01 08:01:50 | GATE-01 | SERVER_ROOM | AUTH_SUCCESS   | U1056  | CARD500056 | GRANTED | PIN_INVALID      | RETRY=1 | CRC=50C4
2026-04-01 08:01:52 | DOOR-B1 | WAREHOUSE   | ACCESS_GRANTED | U1039  | CARD500039 | GRANTED | USER_AUTHORIZED  | RETRY=0 | CRC=3509
2026-04-01 08:01:53 | GATE-01 | LOBBY       | DOOR_OPEN      | SYSTEM | NA         | NORMAL  | DOOR_HELD        | RETRY=0 | CRC=9042
2026-04-01 08:01:55 | CTRL-02 | OFFICE_3F   | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | LOW_BATTERY      | RETRY=0 | CRC=8728
2026-04-01 08:01:57 | GATE-02 | LAB_A       | AUTH_SUCCESS   | U1005  | CARD500005 | SUCCESS | PIN_INVALID      | RETRY=0 | CRC=01D0
2026-04-01 08:01:58 | DOOR-B1 | SERVER_ROOM | ACCESS_GRANTED | U1016  | CARD500016 | GRANTED | USER_AUTHORIZED  | RETRY=1 | CRC=DAF9
2026-04-01 08:02:00 | CTRL-01 | LOBBY       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=4C50
2026-04-01 08:02:02 | CTRL-01 | PARKING     | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | LOW_BATTERY      | RETRY=0 | CRC=4BD2
2026-04-01 08:02:04 | CTRL-02 | LOBBY       | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=B732
2026-04-01 08:02:05 | DOOR-A2 | SERVER_ROOM | ACCESS_GRANTED | U1022  | CARD500022 | GRANTED | SCHEDULE_OK      | RETRY=0 | CRC=7935
2026-04-01 08:02:10 | CTRL-02 | PARKING     | ACCESS_DENIED  | U1056  | CARD500056 | DENIED  | CARD_EXPIRED     | RETRY=0 | CRC=5BD5
2026-04-01 08:02:13 | GATE-01 | PARKING     | AUTH_SUCCESS   | U1017  | CARD500017 | GRANTED | MULTI_SWIPE      | RETRY=0 | CRC=C3DC
2026-04-01 08:02:18 | CTRL-01 | PARKING     | ACCESS_REQUEST | U1012  | CARD500012 | OK      | PIN_OK           | RETRY=0 | CRC=9C41
2026-04-01 08:02:23 | DOOR-B1 | PARKING     | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=62E1
2026-04-01 08:02:25 | GATE-01 | LAB_A       | DOOR_CLOSE     | SYSTEM | NA         | NORMAL  | DOOR_HELD        | RETRY=0 | CRC=CCA2
2026-04-01 08:02:28 | DOOR-B1 | WAREHOUSE   | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=3B0E
2026-04-01 08:02:29 | CTRL-02 | WAREHOUSE   | TAMPER_ALERT   | SYSTEM | NA         | NORMAL  | FORCED_ENTRY     | RETRY=0 | CRC=DE7F
2026-04-01 08:02:30 | DOOR-A2 | PARKING     | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | LOW_BATTERY      | RETRY=0 | CRC=3B35
2026-04-01 08:02:32 | DOOR-A1 | SERVER_ROOM | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | LOW_BATTERY      | RETRY=0 | CRC=DF42
2026-04-01 08:02:33 | DOOR-A1 | PARKING     | ACCESS_REQUEST | U1046  | CARD500046 | OK      | CARD_OK          | RETRY=0 | CRC=DCD3
2026-04-01 08:02:34 | DOOR-A2 | LAB_A       | ACCESS_GRANTED | U1042  | CARD500042 | GRANTED | USER_AUTHORIZED  | RETRY=0 | CRC=9E5A
2026-04-01 08:02:37 | GATE-02 | LAB_A       | ACCESS_REQUEST | U1018  | CARD500018 | OK      | CARD_OK          | RETRY=0 | CRC=D744
2026-04-01 08:02:40 | GATE-02 | OFFICE_3F   | ACCESS_DENIED  | U1011  | CARD500011 | DENIED  | PIN_INVALID      | RETRY=1 | CRC=CFE9
2026-04-01 08:02:42 | DOOR-B1 | LOBBY       | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=DC1A
2026-04-01 08:02:47 | DOOR-A1 | WAREHOUSE   | ACCESS_GRANTED | U1029  | CARD500029 | GRANTED | SCHEDULE_OK      | RETRY=1 | CRC=6D6A
2026-04-01 08:02:49 | GATE-02 | PARKING     | AUTH_SUCCESS   | U1042  | CARD500042 | OK      | PIN_INVALID      | RETRY=2 | CRC=AB9D
2026-04-01 08:02:50 | DOOR-B1 | PARKING     | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | NETWORK_RESTORED | RETRY=0 | CRC=7304
2026-04-01 08:02:55 | CTRL-02 | SERVER_ROOM | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=7D5C
2026-04-01 08:02:57 | DOOR-A1 | PARKING     | ACCESS_DENIED  | U1029  | CARD500029 | DENIED  | CARD_EXPIRED     | RETRY=1 | CRC=C498
2026-04-01 08:02:59 | GATE-02 | SERVER_ROOM | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=02D6
2026-04-01 08:03:04 | DOOR-B1 | PARKING     | DOOR_CLOSE     | SYSTEM | NA         | NORMAL  | SCHEDULE_OK      | RETRY=0 | CRC=5A0D
2026-04-01 08:03:09 | DOOR-A2 | WAREHOUSE   | ACCESS_REQUEST | U1035  | CARD500035 | OK      | CARD_OK          | RETRY=0 | CRC=E9B5
2026-04-01 08:03:10 | DOOR-B1 | LAB_B       | ACCESS_GRANTED | U1035  | CARD500035 | GRANTED | SCHEDULE_OK      | RETRY=1 | CRC=DA7D
2026-04-01 08:03:15 | DOOR-A1 | LAB_B       | DOOR_CLOSE     | SYSTEM | NA         | NORMAL  | DOOR_HELD        | RETRY=0 | CRC=84B4
2026-04-01 08:03:20 | CTRL-02 | PARKING     | ACCESS_GRANTED | U1049  | CARD500049 | GRANTED | SCHEDULE_OK      | RETRY=0 | CRC=8C98
2026-04-01 08:03:22 | CTRL-01 | OFFICE_3F   | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | NETWORK_RESTORED | RETRY=0 | CRC=ABF4
2026-04-01 08:03:23 | DOOR-A1 | LOBBY       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=7667
2026-04-01 08:03:25 | DOOR-A2 | SERVER_ROOM | ACCESS_GRANTED | U1004  | CARD500004 | GRANTED | SCHEDULE_OK      | RETRY=1 | CRC=A969
2026-04-01 08:03:27 | GATE-02 | LAB_B       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=D71D
2026-04-01 08:03:29 | DOOR-B1 | WAREHOUSE   | AUTH_SUCCESS   | U1054  | CARD500054 | SUCCESS | PIN_INVALID      | RETRY=0 | CRC=B419
2026-04-01 08:03:30 | DOOR-B1 | LAB_B       | DOOR_CLOSE     | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=70EA
2026-04-01 08:03:32 | CTRL-02 | LAB_A       | ACCESS_REQUEST | U1001  | CARD500001 | OK      | PIN_OK           | RETRY=0 | CRC=CF02
2026-04-01 08:03:35 | CTRL-02 | PARKING     | ACCESS_REQUEST | U1008  | CARD500008 | OK      | CARD_OK          | RETRY=1 | CRC=0DE0
2026-04-01 08:03:36 | DOOR-A2 | LAB_B       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=EC63
2026-04-01 08:03:37 | CTRL-01 | LAB_A       | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=E8CE
2026-04-01 08:03:38 | GATE-01 | PARKING     | DOOR_CLOSE     | SYSTEM | NA         | NORMAL  | DOOR_HELD        | RETRY=0 | CRC=8129
2026-04-01 08:03:43 | CTRL-01 | LAB_B       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=1AAA
2026-04-01 08:03:44 | CTRL-02 | OFFICE_3F   | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=149C
2026-04-01 08:03:49 | CTRL-01 | SERVER_ROOM | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=0A6F
2026-04-01 08:03:51 | CTRL-02 | SERVER_ROOM | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=3A91
2026-04-01 08:03:53 | CTRL-02 | LAB_B       | ACCESS_GRANTED | U1049  | CARD500049 | GRANTED | SCHEDULE_OK      | RETRY=0 | CRC=3AA4
2026-04-01 08:03:58 | DOOR-B1 | SERVER_ROOM | ALARM_ON       | SYSTEM | NA         | SUCCESS | FORCED_ENTRY     | RETRY=0 | CRC=9FB8
2026-04-01 08:04:00 | DOOR-A2 | LAB_B       | ACCESS_REQUEST | U1045  | CARD500045 | OK      | CARD_OK          | RETRY=0 | CRC=7C56
2026-04-01 08:04:01 | DOOR-A2 | PARKING     | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | LOW_BATTERY      | RETRY=0 | CRC=3DFA
2026-04-01 08:04:06 | DOOR-A1 | PARKING     | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=DB54
2026-04-01 08:04:09 | GATE-01 | LOBBY       | ACCESS_REQUEST | U1021  | CARD500021 | OK      | CARD_OK          | RETRY=1 | CRC=FAFB
2026-04-01 08:04:10 | GATE-02 | LAB_A       | ACCESS_GRANTED | U1053  | CARD500053 | GRANTED | SCHEDULE_OK      | RETRY=0 | CRC=DEF8
2026-04-01 08:04:11 | DOOR-A2 | WAREHOUSE   | TAMPER_ALERT   | SYSTEM | NA         | SUCCESS | NETWORK_RESTORED | RETRY=0 | CRC=EE03
2026-04-01 08:04:13 | DOOR-B1 | OFFICE_3F   | ACCESS_GRANTED | U1020  | CARD500020 | GRANTED | USER_AUTHORIZED  | RETRY=0 | CRC=8ECF
2026-04-01 08:04:15 | CTRL-02 | PARKING     | ACCESS_REQUEST | U1039  | CARD500039 | OK      | PIN_OK           | RETRY=0 | CRC=0EB1
2026-04-01 08:04:17 | DOOR-B1 | LAB_A       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=6C9A
2026-04-01 08:04:18 | DOOR-B1 | LAB_A       | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | LOW_BATTERY      | RETRY=0 | CRC=8D73
2026-04-01 08:04:20 | CTRL-01 | WAREHOUSE   | AUTH_SUCCESS   | U1015  | CARD500015 | SUCCESS | PIN_INVALID      | RETRY=2 | CRC=7B0B
2026-04-01 08:04:23 | GATE-02 | OFFICE_3F   | ACCESS_GRANTED | U1028  | CARD500028 | GRANTED | USER_AUTHORIZED  | RETRY=0 | CRC=96A6
2026-04-01 08:04:24 | GATE-02 | OFFICE_3F   | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | LOW_BATTERY      | RETRY=0 | CRC=BCF0
2026-04-01 08:04:26 | DOOR-A1 | WAREHOUSE   | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | LOW_BATTERY      | RETRY=0 | CRC=A95D
2026-04-01 08:04:27 | DOOR-A2 | LAB_B       | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | NETWORK_RESTORED | RETRY=0 | CRC=7609
2026-04-01 08:04:28 | DOOR-A2 | SERVER_ROOM | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | LOW_BATTERY      | RETRY=0 | CRC=5ECB
2026-04-01 08:04:29 | CTRL-02 | OFFICE_3F   | ACCESS_REQUEST | U1046  | CARD500046 | OK      | PIN_OK           | RETRY=0 | CRC=6363
2026-04-01 08:04:30 | CTRL-02 | LAB_A       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=073E
2026-04-01 08:04:33 | DOOR-A1 | SERVER_ROOM | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=9592
2026-04-01 08:04:36 | CTRL-02 | OFFICE_3F   | DOOR_CLOSE     | SYSTEM | NA         | NORMAL  | SCHEDULE_OK      | RETRY=0 | CRC=0647
2026-04-01 08:04:38 | GATE-01 | LAB_B       | ACCESS_REQUEST | U1021  | CARD500021 | OK      | CARD_OK          | RETRY=0 | CRC=8144
2026-04-01 08:04:43 | GATE-02 | LOBBY       | ACCESS_DENIED  | U1025  | CARD500025 | DENIED  | CARD_EXPIRED     | RETRY=0 | CRC=1B72
2026-04-01 08:04:44 | CTRL-02 | PARKING     | ACCESS_REQUEST | U1019  | CARD500019 | OK      | CARD_OK          | RETRY=0 | CRC=3CA5
2026-04-01 08:04:46 | DOOR-B1 | LAB_B       | ACCESS_GRANTED | U1050  | CARD500050 | GRANTED | USER_AUTHORIZED  | RETRY=1 | CRC=E6A9
2026-04-01 08:04:48 | GATE-01 | PARKING     | ACCESS_GRANTED | U1027  | CARD500027 | GRANTED | SCHEDULE_OK      | RETRY=0 | CRC=32CE
2026-04-01 08:04:53 | CTRL-02 | OFFICE_3F   | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | LOW_BATTERY      | RETRY=0 | CRC=2991
2026-04-01 08:04:54 | CTRL-02 | SERVER_ROOM | ACCESS_REQUEST | U1010  | CARD500010 | OK      | CARD_OK          | RETRY=1 | CRC=E6A8
2026-04-01 08:04:57 | DOOR-A1 | LAB_B       | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=9382
2026-04-01 08:05:00 | GATE-01 | OFFICE_3F   | DOOR_OPEN      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=7783
2026-04-01 08:05:01 | DOOR-B1 | PARKING     | ACCESS_GRANTED | U1042  | CARD500042 | GRANTED | USER_AUTHORIZED  | RETRY=1 | CRC=3AC3
2026-04-01 08:05:03 | CTRL-02 | OFFICE_3F   | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=8800
2026-04-01 08:05:08 | CTRL-02 | LOBBY       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=9D7F
2026-04-01 08:05:10 | DOOR-A2 | PARKING     | ACCESS_REQUEST | U1018  | CARD500018 | OK      | PIN_OK           | RETRY=0 | CRC=EFF9
2026-04-01 08:05:13 | GATE-01 | OFFICE_3F   | ACCESS_REQUEST | U1017  | CARD500017 | OK      | PIN_OK           | RETRY=1 | CRC=292F
2026-04-01 08:05:15 | CTRL-01 | LAB_B       | ACCESS_GRANTED | U1038  | CARD500038 | GRANTED | SCHEDULE_OK      | RETRY=0 | CRC=2EC2
2026-04-01 08:05:16 | DOOR-A2 | PARKING     | DOOR_OPEN      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=89FD
2026-04-01 08:05:18 | CTRL-01 | PARKING     | ACCESS_DENIED  | U1030  | CARD500030 | DENIED  | PIN_INVALID      | RETRY=2 | CRC=8E6A
2026-04-01 08:05:19 | DOOR-A1 | LAB_B       | ACCESS_GRANTED | U1031  | CARD500031 | GRANTED | USER_AUTHORIZED  | RETRY=1 | CRC=B227
2026-04-01 08:05:21 | GATE-01 | LAB_A       | ACCESS_GRANTED | U1054  | CARD500054 | GRANTED | USER_AUTHORIZED  | RETRY=0 | CRC=D2C3
2026-04-01 08:05:24 | GATE-02 | LAB_A       | ACCESS_GRANTED | U1025  | CARD500025 | GRANTED | USER_AUTHORIZED  | RETRY=1 | CRC=2D16
2026-04-01 08:05:25 | GATE-01 | LAB_A       | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=CEF0
2026-04-01 08:05:30 | DOOR-A1 | PARKING     | MOTION_DETECTED | SYSTEM | NA         | ALERT   | NETWORK_RESTORED | RETRY=0 | CRC=1BC0
2026-04-01 08:05:31 | DOOR-A1 | LAB_A       | ACCESS_GRANTED | U1031  | CARD500031 | GRANTED | SCHEDULE_OK      | RETRY=0 | CRC=6838
2026-04-01 08:05:32 | DOOR-A1 | SERVER_ROOM | AUTH_FAIL      | U1056  | CARD500056 | TIMEOUT | PIN_OK           | RETRY=0 | CRC=7A85
2026-04-01 08:05:35 | CTRL-02 | LAB_A       | ACCESS_REQUEST | U1035  | CARD500035 | OK      | PIN_OK           | RETRY=0 | CRC=730B
2026-04-01 08:05:40 | CTRL-01 | LAB_B       | AUTH_SUCCESS   | U1031  | CARD500031 | NORMAL  | MULTI_SWIPE      | RETRY=2 | CRC=8BFE
2026-04-01 08:05:42 | DOOR-B1 | LAB_B       | ALARM_OFF      | SYSTEM | NA         | ALERT   | DOOR_HELD        | RETRY=0 | CRC=C465
2026-04-01 08:05:43 | DOOR-A1 | WAREHOUSE   | ACCESS_DENIED  | U1008  | CARD500008 | DENIED  | USER_UNAUTHORIZED | RETRY=1 | CRC=D473
2026-04-01 08:05:44 | DOOR-B1 | WAREHOUSE   | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=90D0
2026-04-01 08:05:47 | GATE-01 | PARKING     | ACCESS_GRANTED | U1042  | CARD500042 | GRANTED | SCHEDULE_OK      | RETRY=0 | CRC=E4A1
2026-04-01 08:05:49 | GATE-02 | LAB_A       | STATUS_UPDATE  | SYSTEM | NA         | NORMAL  | LOW_BATTERY      | RETRY=0 | CRC=C121
2026-04-01 08:05:51 | GATE-01 | PARKING     | HEARTBEAT      | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=7A44
2026-04-01 08:05:53 | GATE-02 | SERVER_ROOM | DOOR_CLOSE     | SYSTEM | NA         | NORMAL  | SCHEDULE_OK      | RETRY=0 | CRC=A2E8
2026-04-01 08:05:56 | GATE-02 | OFFICE_3F   | AUTH_FAIL      | U1024  | CARD500024 | FAILED  | PIN_INVALID      | RETRY=0 | CRC=40A3
2026-04-01 08:05:58 | DOOR-A1 | LAB_A       | DOOR_CLOSE     | SYSTEM | NA         | NORMAL  | SCHEDULE_OK      | RETRY=0 | CRC=E9F2
2026-04-01 08:05:59 | DOOR-A2 | SERVER_ROOM | ACCESS_REQUEST | U1041  | CARD500041 | OK      | CARD_OK          | RETRY=0 | CRC=F061
2026-04-01 08:06:04 | GATE-01 | LAB_A       | ACCESS_GRANTED | U1025  | CARD500025 | GRANTED | USER_AUTHORIZED  | RETRY=0 | CRC=C290
2026-04-01 08:06:05 | DOOR-A2 | OFFICE_3F   | DOOR_CLOSE     | SYSTEM | NA         | NORMAL  | POWER_OK         | RETRY=0 | CRC=1261
2026-04-01 08:06:07 | CTRL-01 | SERVER_ROOM | ACCESS_GRANTED | U1058  | CARD500058 | GRANTED | SCHEDULE_OK      | RETRY=0 | CRC=2E46
